text_id,text_title,text_type,section,line_number,source_line_number,sumerian,translation
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,26,25,dim-me-ir    a-tú-a um-ma-dúg....,God of libation speak [and heaven shall ... and earth shall not....]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,27,26,d.am an-ki am uru zí-ba-ge um-ma-dúg [....],"Divine wild ox of heaven and earth, wild ox of the good city speak, etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,28,27,ama é-maģ-a d.[Dam-gal-nun-na-ge],"Mother of the house of the famous one, Damgalnunna,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,29,28,um-ma-dug [....],"speak, etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,30,29,d.Asar-lù-dug-e [dumu uru zí-ba-ge],"Marduk, son of the good city"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,31,30,um-ma-dúg [....],"speak, etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,32,31,d.ìd ama uru zí-ba-ge um-[ma dug....],"River goddess, mother of the good city speak, etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,33,32,d.A-?-e ga-ša-[an ab-su-ra-ka-di um-ma-dug....],"Zarpanit queen of ... speak, etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,34,33,[sukkal-zid    mu-dug-ga]-sá-a-ra um-ma,"Faithful messenger, called by a good name, speak, etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,35,34,[ud-dé du(l)- du(l)-]dúg šu-ám mi-ib-gál,[The spirit] reduces [all things] to tribute.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,36,35,te-e-ám ama-gan-ra dumu-ni zí-em-mà-na-ad(!)-du,How long shall the child-bearing mother reject her son?
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,37,36,te-e-ám ama-gan-ra ga-ša-an urú bar-ra-ra dumu-ni zí-em-mà-na-ad(!)-du,"How long shall the child-bearing mother, queen of the city, cast aside her son?"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,38,37,te-e-ám  ama-gan-ra  ga-ša-an sun-na-ra dumu-ni zí-em-mà-na-ad-du,"How long shall the child-bearing mother, the wild-cow queen, reject her son?"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,39,38,a urú-a mu-lu im-me-a-ra dumu-ni zí-em-mà-na-ad-du,How long in the city shall he of wailing reject his son?
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,40,39,a ki-dagar-ra-ám Nippur-ám ib éš-ga-a-ra,"How long in the wide land, in Nippur, in the region of the vast abode?"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,41,40,a-gal-gal šel-su-su mulu ta-zu mu-un-zu,"Flood that drowns the harvests, who comprehends thy form?"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,42,41,e-lum a-gal-gal šel-su-su mulu ta-zu mu-un-zu,"Exalted, flood that drowns the harvests who comprehends thy form?"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,Text,43,42,d.mu-ul-lil ù-mu-un kur-kur-ra,"Enlil lord of the lands, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,1,1,ù-mu-un dúg-ga-zi-da,"Lord of the faithful word, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,2,2,d.mu-ul-lil a-a ka-nag-ga,"Enlil father of the Land, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,3,3,sib sag-gíg-ga,"Shepherd of the dark-headed people, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,4,4,i-dé-duģ ní-te-na,"Thou of self-created vision, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,5,5,am erin-na sá-sá,"Hero who directs his hosts, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,6,6,ù-lul-a dúr-dúr,"Thou that sleepest the sleep of perversity, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,7,7,šag gi-ū gi-ū šă-ab túg-e túg-e,"Oh heart be reconciled, be reconciled, oh heart repose, repose."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,8,8,šag an-na gi-ū    gi-ū,"Oh heart of Anu be reconciled, be reconciled."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,9,9,šag d.mu-ul-lil gi-ū gi-ū,"Oh heart of Enlil be reconciled, etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,10,10,šag ur-sag-gal gi-ū gi-ū,"Oh heart of the great hero, be reconciled, etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,11,11,ní-ma-al-e zid al-ma-al [li-]e nap-tan-na aš-ša-ka-nu,"Kneaded bread for the feast I set,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,12,12,ní-ma-al-e ní-ma-al-e,"Kneaded bread, kneaded bread,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,13,13,ní-ma-al-e zid al-ma-al,"Kneaded bread for the feast I set,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,14,14,[kur-gal d.en-lil-]da šu-en-ne ba-túg,"By the Great Mountain, Enlil, it has been blessed."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,15,15,[a-a d.mu-ul-lil] šu-en-ne ba-túg,By Father Enlil it has been blessed.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,16,16,[kur-gal d.en-lil-]šu-en-ne ba-túg,The Great Mountain Enlil has blessed.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,17,17,[a-a d.mu-ul-lil] šu-en-ne ba-túg,The Father Enlil has blessed.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,18,18,ù-mu-un am urú-zí-ib-(ki) šu-en-ne-ba-túg,"Lord, hero of the sacred city, has shown grace."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,19,19,ama-é-maģ-a d.dam-gal-nun-na,"Mother of the house of the famous one, Damgalnunna, has shown grace."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,20,20,d.asar-lù-dug dumu urú zí-ib-(ki),"Asarludug, son of the sacred city, has shown grace."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,21,21,mu-ud-na-an-ni d.apin-nun-na-an-ki,His wife Zarpanit has shown grace.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,22,22,d.ìd ama urú zi-ib-(ki),"River goddess, mother of the sacred city, has shown grace."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,23,23,d.a-rĭ-e ga-ša-an ab-su-di,"Zarpanit queen of ..., etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,24,24,sukkal-zid mu-dug-ga-sá-a šu-ba-e-en,"Faithful messenger, called by a good name, has shown grace."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,25,25,ní-ma-al-e zí-ib ni-ma-al-la-ta,"The kneaded bread which has been well made,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,26,26,zí-ib ni-ma-al-la-ta ní-ma-al-e zí-ib-bi dé-kùr-e,"Which has been well made, the kneaded bread may he eat graciously,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,27,27,d.mu-ul-lil-li zí-ib-bi-kùr zí-ib-bi dé-kùr-e,May Enlil graciously eat; yea graciously eat.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,28,28,ki an-dúr-ru-na-šú uku-e gar-ma-an-zí-en,Where Anu sits may the people hasten.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,29,29,[d.A-nun-na-]ki-an-dúr-ru-na-šú uku-e gar ma-an-zí-en,[_The Anunnaki._] Where Anu sits let the people hasten.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,30,30,é-e ám-ba-al ne-sag-maģ é-e am-ba-al,"To the temple he enters, the mighty priest of sacrifices to the temple enters."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,31,31,a-tú-tú ma-mu šu-luģ-ge a-tú-tú ma-mu,"A libation he offers, the priest of hand washing a libation offers."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,32,32,é-e ud-šă-ab-šú e-dam ud-šuš-šú e-dam,To the temple at mid-day go up! at sun-set go up.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,33,33,ud-da ne-sag-e šu-si-sá e-dam,Daily to direct the sacrifices go up!
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,34,34,ud-da ù-gul-ma-ma šu-si-sá e-dam,Daily to direct the prayers go up!
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,35,35,ud-da an dìm-me-ir mu-zu an-ni zu-zu-dam,Daily Anu merciful god on high _proclaim_.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,36,36,d.am-an-ki am urú-zi-ib-(ki) an-ni zu-zu-dam,"The hero of heaven and earth, hero of the sacred city on high _proclaim_."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,37,37,d.en-lil mà-gùn d.en-lil gùn-uku-e gar-ma-an-zi-en,"To Enlil let all the land, to Enlil let all the people hasten."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,38,38,an-ni a-ma-an-tú an-gù(?) an-ni a-ma-an-tú šă-ab ám-ma-ab-túg-e,"Unto heaven verily I will libate water, unto the _canopy_ of heaven, unto heaven verily I will libate water. The heart I will appease."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,39,39,im-ma-an-a-tú a ám-ma-ab-túg-e,"I will pour out a libation, the father I will appease."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE II,40,40,d.am-an-ki am urú-zí-ib-(ki) ám-ma-ab-túg-e,"The hero of heaven and earth, the hero of the sacred city I will appease."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,1,11,é-....[ta (=KL. 11 Obv. III 1)],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,2,12,unugal(?)-da....[ta    ],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,3,13,dù-sag-áš-ta [    ],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,4,14,é-bi-tūr-ta d.[    ],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,5,15,éš è-bàr-ta [    ],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,6,16,éš é-an-na-[ta    ],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,7,17,še-ib [    ],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,8,23,é [    ],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,9,24,dù(?) [    ],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,10,25,...,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,11,26,[mu-un-]túg-gà-ta [    ],He has been pacified [    ]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,12,27,mu-un-túg-gà-ta [    ],He has been pacified [    ]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,13,28,mu-un-túg-gà-ta [    ],He has been pacified [    ]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,14,29,mu-un-túg-gà-ta šag d.[    ],"He has been pacified, the heart of ... [has been pacified]"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,15,30,mu-un-túg-gà-ta kur-gal d.m[u-ul-lil mu-un-túg-gà-ta],"He has been pacified, the great mountain [Enlil has been pacified]"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,16,31,edin-na ? -a erida (ki)-ta,In the ... plain of Eridu....
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,17,32,a-ma-ru na-nam kur al-gul-gul,A tempest it is shattering the mountain.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,18,33,ù-mu-un-e e-ne-em-mà-ni a-ma-[ru na-nam],The word of the lord is a tempest.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,19,34,šăb-bi e-lum-e a-ma-ru na-[nam],The heart of the exalted is a tempest.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,20,35,šăb-bi d.mu-ul-lil a-ma-ru na-nam,The heart of Enlil is a tempest.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,21,36,ù-mu-un-na šag an-šú an ní-ne ba-ni-ib-gam-ma-[ne],The heart of the lord is in heaven and the heavens waver of themselves.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,22,37,d.mu-ul-lil e-ne-em ki-šú ki ní sīg-ga-ni,The word of Enlil is on earth and the earth trembles of itself.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,23,38,e-ne-em-mà d.a-nun-na gil-li-em-eš-[a-ni],The word which brings woe to the spirits of earth.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,24,39,e-ne-em-mà-ni a-zu nu-tuk šim-šar nu-[un-    tuk],His word a prophet has not; a magician it has not.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,COL. III,25,40,e-ne-em-mà-ni a-ma-ru zi-ga gab-šu-gar nu-un-tuk,"His word is an onrushing tempest, an adversary to oppose it has not."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),1,1,sukkal-zid mu-dug-ga-sà-a [    ],"The faithful messenger, he called by a good name."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),2,2,dingir ga-še-dé a-be-in-si sag [    ],"The god who satiates with milk and grain, _sag_...."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),3,3,an-ki-bi-da im-mi-ib-ģun-gà,Heaven and earth it has pacified.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),4,4,ki-an-bi-da im-mi-ib-ģun-gà,Earth and heaven it pacified.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),5,5,ud é-kùr-ta kùr-gal d.mu-ul-lil [im-mi-ib-ģun-gà],"When in Ekur the great mountain Enlil it pacified,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),6,6,é-lam-ma-ta ama-gal d.nin-lil im[-mi-ib-ģun-gà],"[When] in Elamma the great mother Ninlil it pacified,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),7,7,an-ni-gar-ra-ta ereš d.mu-ul-[-lil im-mi-ib-ģun-gà],In Annigarra the _consort (sister)_ of Enlil it pacified.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),8,8,e-lum di-da-ra dé-en ga-ám-dúr,"The exalted who walketh forth, where tarries he?"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),9,9,di-da-ra e-lum di-da-ra dé-en ga-ám-dúr,"Who walketh forth, the exalted who walketh forth, where tarries he?"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),10,10,ù-mu-un-e kur-kur-[ra-ge di-da-ra],"The lord of the lands, who walketh forth, where tarries he?"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),11,11,[ù-mu-]un-e dúg-ga-zi-da    di,"The lord of faithful word, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),12,12,d.mu-ul-lil a-a ka-nag-gà    di,"Enlil, father of the Land, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),13,13,sib sag-gíg-ga    di,"Shepherd of the dark-headed people, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),14,14,i-dé-duģ ní-te-na    di,"He of self-created vision, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),15,15,am erin-na sá-sá    di,"Hero that directs his hosts, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),16,16,ù-lul-la dúr-dúr    di,"He that sleeps the sleep of perversity, who etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),17,17,me-e bur-maģ-a kaš ga-an-na-ab nisak-ka,I in a great bowl will pour out wine to him.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),18,18,ama-gim dugud-da da-mu-un-lal,I like a wild ox will bow down to the mighty one.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),19,19,urú-zu al-gul-gul ga-an-na-ab-dúg,"“Thy city is destroyed,” will I say to him."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),20,20,kenur é-nam-ti-la    al,"“Kenur and Enamtila are destroyed,” will I say to him."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),21,21,zimbir-(ki) é-bàr-ra    al,"“In Sippar Ebarra is destroyed,” etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),22,22,urú-zu tin-tir-(ki)    al,"“Thy city Babylon is destroyed,” etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),23,23,é-sag-ila bád-si-ab-ba-(ki)    al,"“Esagila and Barsippa are destroyed,” etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),24,24,é-zi-da é-maģ-ti-la    al,"“Ezida and Emahtila are destroyed,” etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),25,25,é-te-me-en-an-ki    al,"“Etemenanki is destroyed,” etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),26,26,é-dár-an-na    al,"“Edaranna is destroyed,” etc."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),27,27,gi-er-ra ba-mă ga-an-na-ab-dúg,"“Wailing on the reed-flute ascends in her,” will I say to him."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),28,28,ud ma-ra mu-un-zal-la-ta i-dé-a-ni nu-gub,When I am overjoyous in his presence may I not stand.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),29,29,d.mu-ul-lil-li mu-un-zal-la-ta i-dé-[a-ni nu-gub i-dé-nam-mu-un-dŭ-ru],As to Enlil when I am overjoyous in his presence may I not stand.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),30,30,d.mu-ul-lil-li i-dé-a-ni nu-gub i-dé-nam-mu-un-dŭ-ru,In the presence of Enlil may I not stand; may he behold me not.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),31,31,me-e ur-ri-mèn me-e kàs-mèn,I am a stranger and a fugitive.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),32,32,a è-ne al-dib a è-ne al-dib,The risen waters seized away; the risen waters seized away.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),33,33,[nin]-urú-ma ama-gal d.nin-lil-là [mèn],"Queen of city and house, great mother Ninlil am I."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),34,34,[d.a]-ru-ru SAL+KU d.mu-ul-lil-là [mèn],"Aruru, sister of Enlil I am."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),35,35,[nin?]ú-a gašan ni-ib-bur mèn,"A _queenly_ caretaker, queen of Nippur I am."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),36,36,[gašan] azag-ga gašan ma-gí-a mèn,"An holy queen, queen of the convent I am."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),37,37,ma ma-al-la-šú ma ma-al-la-šú,"In the builded house, in the builded house,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),38,38,d.mu-ul-lil [umun?] kúr-kúr-ra ma,"Enlil [_lord_] of lands in the builded house,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),39,39,[ereš]-mu mu-un-til ma,My consort dwells not in the builded house.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE III(331),40,40,At the end of this column began a long titular melody.,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),1,1,d.Mu-ul-lil-li dam-a-ni d.Nin-lil-li,Enlil and his consort Ninlil (we will pacify). (= Tab. Vir. Rev. 12.)
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),2,2,An d.Uraša ki-še-gu-nu-e,Anu-Uraš _kisegunu_.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),3,3,d.En-ki d.Nin-ki En-ul d.Nin-ul,"Enki and Ninki, Enul and Ninul."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),4,4,d.En-da-šurim-ma d.Nin-da-šurim-ma,"Endašurimma, Nindašurimma."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),5,5,d.En-dù-azag-ga d.Nin-dù-azag-ga,"The Lord of Duazag, the Queen of Duazag."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),6,6,ama d.Nin-lil a-a d.Mu-ul-lil,Mother Ninlil and father Enlil.
