text_id,text_title,text_type,section,line_number,source_line_number,sumerian,translation
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),7,7,d.En-ut-til- d.En-me-en-šár-ra,Enuttilla and Enmenšarra.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),8,8,nin-zi-an-na ga-ša-an ģar-sag-gà,Ninzianna and Ninharsag.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),9,9,d.Šul-pa-è en gišbanšur-ra,"Šulpae, lord of the sacrificial board."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),10,10,ama še-en-tùr dim-me-ir imin,"Mother Šentur, (mother) of the seven gods."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),11,11,ù-mu-un siNipru-(ki) ù-mu-un kalag-a,"The lord _light_ of Nippur, mighty lord."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),12,12,gù-de-de ga-ša-an Nipru-(ki),"The loud crying, queen of Nippur."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),13,13,dingir dumu-sag d.ga-ša-an mu-un-ga-ra,"Divine first born daughter, divine queen of treasures."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),14,14,d.Nusku [á-]maģ dingir-gidim [é-kur-ra],"Nusku of mighty message, divine spirit of Ekur."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),15,18,dumu [sukkal-gal d.Nannar d.Zuen-na,"The son, [great messenger, Nannar-Sin.]"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),16,19,d.En-[nu-NUNUZ-zi d.Nannar dam d.Nannar-ge],Zir [spouse of Nannar].
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),17,20,nu-banda-[maģ d.Mu-ul-lil-la-zi-ge],"[The august] prefect, [divine Enlilzi]"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),18,21,d.[En]-bu-[ul-e dumu é-sab-ba],[Enbul son of Ešabba.]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),19,22,šul-a[n-na umun ģar-sag-ģal-ge],"Hero of [heaven, lord of the great mountain.]"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),20,23,d.ga-ša-[an-gal-e ama-an-na-ge],Ningal [heavenly mother.]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),21,24,d.ga-ša-[an    an-na áš-ni-gi-ge],The queen of heaven [who alone is strong.]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),22,25,mu-ud-[na-ni d.Ama-ušum-gal-an-na],Her husband [Tammuz.]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),23,26,ama ù-[mu-un-na gašan sun-]na,"The mother of the lord, Ninsun."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),24,27,ù-[mu-un banda ù-mu-un èš-]nun-na,Lugalbanda lord of Ešnunak.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE IV(?),25,28,é-rib an-na mu-tin-an-na,"The heavenly sister-in-law, Geštinanna."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),1,1,d.En-á-nun ama gù-an-ni-si,Enanun mother of loud weeping.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),2,2,d.NINDA + GUD amar zag-gi-ra,"Ninda-Gud, the radiant son."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),3,3,d.Sú-nir-da en šul-mé-ra,"Šunirda, queen, heroine of battle."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),4,4,dumu-šág-ga ga-ša-an kár-nun-na-ra,"The pious daughter, Ninkar-nunna."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),5,5,ga-ša-an dig-ga dingir-lum-ma ur-sag,"Queen(?) of the dead, Lumma the heroic."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),6,6,ù-mu-un uru-gal ù-mu-un é-gid-da,"Lord of the grave, lord of the seizing hand."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),7,7,d.Ir-ra-gal kú-a-nu-si-ra,"Great Girra, hero unopposable."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),8,8,lamma-šág-ga sil-gig edin-na,The good genius of the dark ways of the plain.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),9,9,d.Nin-sîg-ge d.Guškin-banda-ra,"Ninsig Guškinbanda,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),10,10,ù-mu-un nig-nam-ma-ge ḪU-kur-kur,"Lord of whatsoever is, the sculptured form."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),11,11,sal-si-a d.Ba-ú-šág-ga,"The earth woman, beneficent Bau."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),12,12,ù-mu-un né me en ga-ša-an abzu,"Lord of might, lord of decrees, priest of the deep."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),13,13,d.Ašnan d.Azag-sug mun-galu-sal-sal,"Ašnan the divine cleanser, the ... loud crying."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),14,14,[ù-mu-un] sa-a ki-sá dumu nun-ra,"Lord of light, director of the earth, and the daughter of the prince."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),15,15,[gidim uru-]ma ur sag-imin,The demon of my city the dog of seven heads.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),16,16,[d.Gi-bil mu- ? ?]-na mu-ten ur-sag,Gibil ... warlike man.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),17,17,[d.Ut-ta-ed-dé mu-lu] ki-azag-ga,Uttaedde lord of the holy place.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),18,18,[umun ma-da sub-be an-na    ],"[Lord of the land, light of heaven.]"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),19,19,[umun á-zu umun e-gid-da    ],"[Lord Nergal, him of the seizing hand.]"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),20,20,[ga-ša-an-né-da umun mu-zi-da],[Allat and Ningišzida]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),21,21,[    ] dū-a,[    ]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),22,22,[    ]-ga,[    ]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),23,23,[d.Ir-ri-eš ur-sag ga-ša]-an-subur,"[Irriš, the heroic] lord of the soil."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),24,24,[dingir ama é-uru-sag-gà gašan tin-dib-ba],[The divine mother of the temple of the chief city queen who gives life to the dead.]
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),25,25,[sag-gà an-na gašan] Í-si-in-na,The lofty browed queen of Isin.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),26,26,[d.Pa-bil-sag ù-mu-]un La-ra-ag-ga,Pabil-sag lord of Larak.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),27,27,[d.Gu-nu-ra dim-gal] kalam-ma,Gunura bar of the Land.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),28,28,[d.Da-mu šág-ga ù-]mu-un gir-su-a,The pious Damu lord of the flood.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),29,29,[d.Immer ù-mu-un] ní-dŭ-an-na,Immer lord of terror.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),30,30,[    ] íd-da-ra,... the river.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),31,31,[ù-mu-un ši ka-nag-]gà ši kur-kur-ra,"Lord of the souls of Sumer, of the souls of the lands."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE V(?),32,32,[d.Sú-ud-da-am du-mu nun-na ama é-]šab-ba,"Suddam, daughter of the prince, mother of Ešabba."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),1,1,é-e sub-da sub-da [mu-un-laģ-en-ne-en],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),2,2,balag é-e dirig sub-da [mu-un-laģ-en-ne-en],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),3,3,balag nigin-na-e sub-da d.Mu-[ul-lil-ra mu-un],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),4,4,balag dîm-me-ir mu-lu sub-da d.Mu-ul-[lil-ra mu-un],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),5,5,dîm-me-ir lu-gă-lu-ne-en sub-da mu-un-laģ-en-[ne-en],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),6,6,me-en-ne é-e tùb a-ra-zu-a mu-un-laģ-en-ne-[en],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),7,7,me-en-ne ki-e tùb a-ra-zu-a mu-un-laģ-(en)-ne-en d.Mu-[ul-lil-ra],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),8,8,ù-mu-un šă-ab tùb-e-da in-gà-laģ-(en)-ne-en d.Mu-[ul-lil-ra],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),9,9,šă-ab ģun-gà bar ģun-gà-da in-gà-laģ-ne-en d.Mu-[ul-lil-ra],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),10,10,me-en-ne šă-ab ù-mu-un-na mu-un-tùb-(en)-ne-en d.Mu-[ul-lil],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),11,11,šă-ab an-na šă-ab d.Mu-ul-lil-lá mu-un-tub-(en)-ne-en,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),12,12,d.Mu-ul-lil-lá dam-a-ni ... d.Nin-lil-lá,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),13,13,d.En-ki d.Nin-ki d.En-mul d.Nin-mul,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),14,14,i-lu a-di ig-ga-am-ma-ru,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),15,15,ù-mu-un-mu za-e babbar uru-mà ur-sag-gà me-en,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),16,16,šùb-bi-mu ù-mu-un kalag-a ur-sag-gà me-en,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),17,17,ù-mu-un kalag-a ur-sag-gà me-en kalag-ga-na me-en,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),18,18,d.Babbar-gim za-e ? en-na an-ni tur-tur-ne-[en],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),19,19,d.Nannar-gim ki dumu-zu an-na(?) na-an-gir-ri-[ne-en],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),20,20,ù-mu-un-mu enem-zu galu-ra na-an-na-ab-zí-[em],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),21,21,enem-zu galu ki-kal-ra na-an-na-ab-zí-[em],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),22,22,enem-zu galu en-na nu-šeg-ra na-an-na-ab-zí-[em],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),23,23,ù-mu-un-mu uru-zu-a è-ni a-sar-sar-ra,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),24,24,a-ad. Mu-ul-lil ki-bur-ta-bur-ta uru-zu-a è-ni,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),25,25,sub-bi še-ib è-kur-ra-ta ki-na gí-gí-ra.,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),26,26,al-tíl e-lum gud-sun,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE OF TABLET VIROLLEAUD (THE TITULAR LITANY),27,167,It stands to the completed series as the similar tablet of the e-lum,
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,1,1,d.Babbar-gim è-ta [    ],Like the sun-god arise ...
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,2,2,ù-mu-un gan ...,Oh lord ...
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,3,3,a-a d.Mu-ul-lil ù-[mu-un kur-kur-ra,"Father Enlil, lord of the lands."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,4,4,d.Mu-ul-lil ù-mu-[un dúg-ga-zi-da],Enlil lord of faithful word.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,5,5,am-ná-a gud-dé sīg-gan-nu-di,"Crouching wild ox, bull that rests not."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,6,6,d.Mu-ul-lil dam-kar-[ra ki-dagar-ra],Enlil herdsman of the wide earth.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,7,7,ù-mu-un mu erin-na-[ni sag-ma-al ki],"Lord who _summons_ his toilers, recorder of the earth."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,8,8,ù-mu-un iá erin-a-[ni ga-eri-ám da-]ma-[la],"Lord who causes to abound oil for his toilers, milk for the newly born."
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,9,9,ù-mu-un ki-dúr-a-ni [uru ir-ir],Lord whose abode is the city of weeping.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,10,10,ki-ná-a-ni á-ág-[gà-e    gal-zu],In whose chamber oracles are interpreted.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,11,11,a-a d.Mu-ul-lil uru-[ta Nibru-ki],Father Enlil in (thy) city Nippur.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,12,12,é-kur é-šag-gi-pad-da-ta,In Ekur temple of (thy) heart’s choice.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,13,13,gi-gun-na giš-tir-šim [giš erin-na-ta,In the great dark chamber of odorous forest and cedar.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,14,14,[  ] Šeš-dū-a-ka šeš-mul [... ta],"In ...,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,15,15,[    ]si-ra é-ŭ-[di- ta    ],"In ... the house of vision,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,16,16,[    ]lu é babbar nu-[zu-ta],"In ... house which knows the sunlight not,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,17,17,[é]-gi-dim-dim-ma i-dé [nu-bar-ri-ta],"In the house of the “reed of _sorrow_,” which eye beholds not,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,18,18,[     ]maģ dug-li duģ-[duģ-ta],"In the great ... causing prosperity to abound,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,19,19,[é(?)]-ku-a gišik-[ku-igi-lal-a-ta],"In _Ekua_ gate of the lifting of the eyes,"
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,OBVERSE 1,20,20,[ ]-silim-ma mu-mar [mar-ra-ta],
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE II,1,21,sub-bi še-ib é-[kur-ra-ta?] ki-na-an-gí-gí-ra,Prayer for the brick walls of _Ekur_ that it be restored to its place.
10,"A LITURGY TO ENLIL, SERIES _E-LUM GUD-SUN_ (ZIMMERN KL",liturgy,REVERSE II,2,22,ki-šù-bi-im,It is a service of prostrations.
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,Text,1,8384, This text utilized here in transcription contains a section,
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),1,23,[é ke]š-(ki)-dug-ga    dū-a,[Temple] in holy Keš builded.
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),2,24,[é(?)] ÉN-ḪAR-(ki)-dug-gu dū-a,[Temple(?)] in holy _EN-ḪAR_ builded.
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),3,25,[é ...] nun-gim an-na dirig-ga,"[Temple] like ... _nun_, like  heaven exceeding all."
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),4,26,[é ...] azag-gim ? -si ri-a,[Temple] like the pure ... clothed in
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),5,27,[é] an-na-gim mūš kur-kur-ra,[Temple] like heaven the illumination of the lands.
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),6,28,[é ...] tūr-gim ki-a-ta sur-sur-ra,[Temple] like ... _tur_ in the earth _founded_.
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),7,29,[é ...-]gim mur-du ninda-gim gù-nun-di,"[Temple] like ... roaring, like a _young bull_ bellowing."
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),8,30,[é ...] bi-ta lipiš kalam-ma,[Temple] in whose ... the hearts of the creatures of the Land ...
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),9,31,[é ...] bi-ta zid Ki-en-gi-ra,[Temple] in whose ... the soul of life of Sumer ...
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),10,32,[é ...] ib-gal an-e-ri uš-sa,"[Temple], great ... _IB_, attaining unto heaven."
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),11,33,[é ...]-da-gal  an-e uš-sa,"[Temple], great ... _da_, attaining unto heaven."
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),12,34,[é ...] gal  an-e  uš-sa,"[Temple], great ..., attaining unto heaven."
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. I (Lines 1-22 defaced),13,35,[é ...] -na [an-e] uš-sa,"[Temple ...], attaining unto heaven."
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,1,1,... an-ki ...,... heaven and earth ...
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,2,2,... abzu ...,... of the nether-sea ...
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,3,3,é an-ni(?) šu-[    ],Temple which Anu ...
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,4,4,d.En-lil-li zag-šú ...,Enlil above all ...
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,5,5,ama d.Nin-tud eš-[bar-kin ... ],"The mother, Nintud oracles ..."
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,6,6,é Keš-ki ... na ...,Temple in Keš ...
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,7,7,ÉN-ḪAR-(ki)-gim rib-ba galu ši-in-[ga-an-túm-mu],Like _EN-ḪAR_ it has been made surpassing; verily man has brought solicitude for it.
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,8,8,ur-sag-bi d.Áš-šir-gí-gim rib-ba,Its hero like Ašširgi has been
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,9,9,ama ši-in-ga-an-ù-tud,made surpassing; the mother verily has borne him.
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,10,10,nin-bi d.Nin-tud-gim rib-ba-ra a-ba er-mu-ni-in-duģ,Its lady like Nintud has been made surpassing. And then wailing began.
11,LITURGY OF THE CULT OF KES (NIPPUR FRAGMENTS AND ASHMOLEAN PRISM,liturgy,COL. II,11,11,gú     2     kam-[ma-ám],It is the second song.
