word,status,sources,author,work,language
Πηλεΐδη,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Πηλεΐδην,no_entry,,Homer,Iliad,greek
Πηλεγόνα,no_entry,,Homer,Iliad,greek
Πηλεγόνος,no_entry,,Homer,Iliad,greek
Πηληϊάδαο,no_entry,,Homer,Iliad,greek
Πηνέλεως,no_entry,,Homer,Iliad,greek
Πηνέλεών,no_entry,,Homer,Iliad,greek
Πηνέλεῳ,no_entry,,Homer,Iliad,greek
Πηνειὸν,no_entry,,Homer,Iliad,greek
Πηνειῷ,no_entry,,Homer,Iliad,greek
Πηνελέωο,no_entry,,Homer,Iliad,greek
Πηρείῃ,no_entry,,Homer,Iliad,greek
Πιδύτην,no_entry,,Homer,Iliad,greek
Πιτθῆος,no_entry,,Homer,Iliad,greek
Πιτύειαν,no_entry,,Homer,Iliad,greek
Πλευρώνιον,no_entry,,Homer,Iliad,greek
Πλευρῶνʼ,no_entry,,Homer,Iliad,greek
Πλευρῶνι,no_entry,,Homer,Iliad,greek
Ποδάργης,no_entry,,Homer,Iliad,greek
Ποδαλείριος,morphology_only,,Homer,Iliad,greek
Ποδῆν,no_entry,,Homer,Iliad,greek
Ποδῆς,no_entry,,Homer,Iliad,greek
Πολυΐδου,no_entry,,Homer,Iliad,greek
Πολυαιμονίδην,no_entry,,Homer,Iliad,greek
Πολυδώρη,no_entry,,Homer,Iliad,greek
Πολυμήλη,no_entry,,Homer,Iliad,greek
Πολυνείκεϊ,no_entry,,Homer,Iliad,greek
Πολυποίταο,no_entry,,Homer,Iliad,greek
Πολυποίτην,no_entry,,Homer,Iliad,greek
Πολυποίτης,no_entry,,Homer,Iliad,greek
Πολυφήτην,no_entry,,Homer,Iliad,greek
Πολυφόντης,no_entry,,Homer,Iliad,greek
Πολύδωρον,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Πολύειδον,no_entry,,Homer,Iliad,greek
Πολύκτωρ,no_entry,,Homer,Iliad,greek
Πολύϊδος,no_entry,,Homer,Iliad,greek
Πουλυδάμα,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Πουλυδάμαντʼ,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Πουλυδάμαντα,morphology_only,wiktionary,Homer,Iliad,greek
Πουλυδάμαντι,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Πουλυδάμαντος,morphology_only,wiktionary,Homer,Iliad,greek
Πουλυδάμας,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Πράκτιον,no_entry,,Homer,Iliad,greek
Προίτοιο,no_entry,,Homer,Iliad,greek
Προίτου,morphology_only,,Homer,Iliad,greek
Προθοήνορα,no_entry,,Homer,Iliad,greek
Προθοήνορος,no_entry,,Homer,Iliad,greek
Προθοήνωρ,no_entry,,Homer,Iliad,greek
Προθόωνά,no_entry,,Homer,Iliad,greek
Προτιάονος,no_entry,,Homer,Iliad,greek
Προῖτʼ,morphology_only,,Homer,Iliad,greek
Προῖτον,morphology_only,,Homer,Iliad,greek
Προῖτος,morphology_only,,Homer,Iliad,greek
Πρόθοος,morphology_only,,Homer,Iliad,greek
Πτελεὸν,no_entry,,Homer,Iliad,greek
Πτολεμαίου,morphology_only,,Homer,Iliad,greek
Πυλάρτην,no_entry,,Homer,Iliad,greek
Πυλήνην,no_entry,,Homer,Iliad,greek
Πυλαιμένεα,no_entry,,Homer,Iliad,greek
Πυλαιμένεος,no_entry,,Homer,Iliad,greek
Πυραίχμην,no_entry,,Homer,Iliad,greek
Πυραίχμης,no_entry,,Homer,Iliad,greek
Πόδαργον,no_entry,,Homer,Iliad,greek
Πόλυβον,morphology_only,wiktionary,Homer,Iliad,greek
Πύρασον,morphology_only,,Homer,Iliad,greek
Πύριν,no_entry,,Homer,Iliad,greek
Σάτνιον,no_entry,,Homer,Iliad,greek
Σαγγαρίοιο,no_entry,,Homer,Iliad,greek
Σατνιόεντι,no_entry,,Homer,Iliad,greek
Σατνιόεντος,no_entry,,Homer,Iliad,greek
Σελάγου,morphology_only,,Homer,Iliad,greek
Σεληπιάδαο,no_entry,,Homer,Iliad,greek
Σελλήεντος,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Σεμέλη,morphology_only,,Homer,Iliad,greek
Σεμέλης,morphology_only,,Homer,Iliad,greek
Σθένελον,morphology_only,,Homer,Iliad,greek
Σθένελος,morphology_only,,Homer,Iliad,greek
Σθένελός,morphology_only,,Homer,Iliad,greek
Σθενέλαον,no_entry,,Homer,Iliad,greek
Σθενέλοιο,no_entry,,Homer,Iliad,greek
Σθενέλου,morphology_only,,Homer,Iliad,greek
Σιπύλῳ,morphology_only,,Homer,Iliad,greek
Σκάνδειαν,no_entry,,Homer,Iliad,greek
Σκάρφην,morphology_only,,Homer,Iliad,greek
Σκαιάς,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Σκαιάων,morphology_only,wiktionary,Homer,Iliad,greek
Σκαιαὶ,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Σκαιῇσι,morphology_only,wiktionary,Homer,Iliad,greek
Σκαιῶν,morphology_only,wiktionary,Homer,Iliad,greek
Σολύμοισι,no_entry,,Homer,Iliad,greek
Σπειώ,no_entry,,Homer,Iliad,greek
Στιχίον,no_entry,,Homer,Iliad,greek
Στιχίος,no_entry,,Homer,Iliad,greek
Στροφίοιο,no_entry,,Homer,Iliad,greek
Στύρα,morphology_only,,Homer,Iliad,greek
Σφήλοιο,no_entry,,Homer,Iliad,greek
Σύμηθεν,morphology_only,wiktionary,Homer,Iliad,greek
Σώκοιο,no_entry,,Homer,Iliad,greek
Σῶκον,morphology_only,,Homer,Iliad,greek
Σῶκος,morphology_only,,Homer,Iliad,greek
Σῶχʼ,no_entry,,Homer,Iliad,greek
Τάρνης,morphology_only,,Homer,Iliad,greek
Τάρφην,morphology_only,,Homer,Iliad,greek
Τίρυνθά,no_entry,,Homer,Iliad,greek
Ταλαιμένεος,no_entry,,Homer,Iliad,greek
Ταλαϊονίδαο,no_entry,,Homer,Iliad,greek
Ταλθυβίῳ,morphology_only,,Homer,Iliad,greek
Ταλθύβιʼ,no_entry,,Homer,Iliad,greek
Ταλθύβιον,morphology_only,,Homer,Iliad,greek
Ταλθύβιος,morphology_only,,Homer,Iliad,greek
Ταλθύβιόν,morphology_only,,Homer,Iliad,greek
Ταλθύβιός,morphology_only,,Homer,Iliad,greek
Τελαμωνίου,morphology_only,wiktionary,Homer,Iliad,greek
Τελαμώνιον,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Τενέδοιο,no_entry,,Homer,Iliad,greek
Τενέδοιό,no_entry,,Homer,Iliad,greek
Τενθρηδόνος,no_entry,,Homer,Iliad,greek
Τευθρανίδην,no_entry,,Homer,Iliad,greek
Τευταμίδαο,no_entry,,Homer,Iliad,greek
Τεύθραντʼ,no_entry,,Homer,Iliad,greek
Τεύκροιο,no_entry,,Homer,Iliad,greek
Τεύκρου,morphology_only,,Homer,Iliad,greek
Τεῦκρε,morphology_only,,Homer,Iliad,greek
Τεῦκρον,morphology_only,,Homer,Iliad,greek
Τεῦκρος,morphology_only,,Homer,Iliad,greek
Τεῦκρόν,morphology_only,,Homer,Iliad,greek
Τεῦκρός,morphology_only,,Homer,Iliad,greek
Τηλεμάχοιο,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Τιταρησσὸν,no_entry,,Homer,Iliad,greek
Τληπόλεμʼ,morphology_only,,Homer,Iliad,greek
Τληπόλεμον,morphology_only,,Homer,Iliad,greek
Τληπόλεμος,morphology_only,,Homer,Iliad,greek
Τληπόλεμόν,morphology_only,,Homer,Iliad,greek
Τρίκης,no_entry,,Homer,Iliad,greek
Τρίκκην,morphology_only,,Homer,Iliad,greek
Τροιζήνοιο,no_entry,,Homer,Iliad,greek
Τρωΐλον,no_entry,,Homer,Iliad,greek
Τρώϊα,no_entry,,Homer,Iliad,greek
Τρῆχόν,no_entry,,Homer,Iliad,greek
Τυδεΐδαο,no_entry,,Homer,Iliad,greek
Τυδεΐδεω,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Τυδεΐδη,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Τυδεΐδην,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Τυδεΐδης,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Τυδεΐδῃ,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Τυχίος,no_entry,,Homer,Iliad,greek
Φάλκην,no_entry,,Homer,Iliad,greek
Φέρεκλον,morphology_only,,Homer,Iliad,greek
Φαίνοπι,no_entry,,Homer,Iliad,greek
Φαίνοπος,no_entry,,Homer,Iliad,greek
Φαιστόν,no_entry,,Homer,Iliad,greek
Φαυσιάδην,no_entry,,Homer,Iliad,greek
Φαῖστον,no_entry,,Homer,Iliad,greek
Φείδας,no_entry,,Homer,Iliad,greek
Φείδιππός,morphology_only,,Homer,Iliad,greek
Φειᾶς,no_entry,,Homer,Iliad,greek
Φενεόν,no_entry,,Homer,Iliad,greek
Φερὰς,no_entry,,Homer,Iliad,greek
Φηγεύς,no_entry,,Homer,Iliad,greek
Φηγεὺς,no_entry,,Homer,Iliad,greek
Φηρητιάδαο,no_entry,,Homer,Iliad,greek
Φηρῇ,no_entry,,Homer,Iliad,greek
Φθίῃ,morphology_only,wiktionary,Homer,Iliad,greek
Φιλητορίδην,no_entry,,Homer,Iliad,greek
Φιλοκτήταο,morphology_only,wiktionary,Homer,Iliad,greek
Φιλοκτήτης,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Φοίβου,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Φοίβῳ,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Φοῖβε,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Φοῖβον,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Φοῖβος,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Φραδμονίδην,no_entry,,Homer,Iliad,greek
Φυλέος,no_entry,,Homer,Iliad,greek
Φυλακίδαο,no_entry,,Homer,Iliad,greek
Φυλεΐδαο,no_entry,,Homer,Iliad,greek
Φυλεΐδεω,no_entry,,Homer,Iliad,greek
Φυλεΐδην,no_entry,,Homer,Iliad,greek
Φυλεΐδης,no_entry,,Homer,Iliad,greek
Φυλεύς,no_entry,,Homer,Iliad,greek
Φυλεὺς,no_entry,,Homer,Iliad,greek
Φυλομέδουσα,no_entry,,Homer,Iliad,greek
Φυλῆά,no_entry,,Homer,Iliad,greek
Φόρβαντος,no_entry,,Homer,Iliad,greek
Φύλαντος,no_entry,,Homer,Iliad,greek
Φᾶρίν,no_entry,,Homer,Iliad,greek
Χάλκωνος,no_entry,,Homer,Iliad,greek
Χάρις,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Χάροπʼ,no_entry,,Homer,Iliad,greek
Χαλκωδοντιάδης,no_entry,,Homer,Iliad,greek
Χαρίτεσσιν,morphology_only,wiktionary,Homer,Iliad,greek
Χερσιδάμαντα,no_entry,,Homer,Iliad,greek
Χρομίον,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Χρομίος,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Χρυσόθεμις,no_entry,,Homer,Iliad,greek
Χρόμις,no_entry,,Homer,Iliad,greek
Χρύση,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Χρύσην,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Χρύσης,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
αὐλώπιδί,no_entry,,Homer,Iliad,greek
βαθυδινήεντα,no_entry,,Homer,Iliad,greek
βαθυδινήεντος,no_entry,,Homer,Iliad,greek
δαϊκταμένων,no_entry,,Homer,Iliad,greek
διαπρήσσουσα,no_entry,,Homer,Iliad,greek
εἰσαφίκανε,no_entry,,Homer,Iliad,greek
εἵποντο,morphology_only,wiktionary,Homer,Iliad,greek
θεείου,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
θεείῳ,morphology_only,wiktionary,Homer,Iliad,greek
κʼ,no_entry,,Homer,Iliad,greek
κατίσχεαι,no_entry,,Homer,Iliad,greek
καταλήθοντʼ,no_entry,,Homer,Iliad,greek
κατατεθνηώτων,morphology_only,wiktionary,Homer,Iliad,greek
μέλπηθρα,morphology_only,,Homer,Iliad,greek
μίαν,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
μετακλινθέντος,no_entry,,Homer,Iliad,greek
μεταλήξαντι,no_entry,,Homer,Iliad,greek
μετεκίαθε,no_entry,,Homer,Iliad,greek
μιῆς,morphology_only,wiktionary,Homer,Iliad,greek
ξυνέαξε,no_entry,,Homer,Iliad,greek
παιήονα,no_entry,,Homer,Iliad,greek
πελάσσετον,no_entry,,Homer,Iliad,greek
περιδείσασʼ,no_entry,,Homer,Iliad,greek
περισσείοντο,no_entry,,Homer,Iliad,greek
πιδηέσσης,no_entry,,Homer,Iliad,greek
ποτινίσεται,no_entry,,Homer,Iliad,greek
ποτιτερπέτω,no_entry,,Homer,Iliad,greek
προβιβῶντος,no_entry,,Homer,Iliad,greek
προπροκυλινδόμενος,no_entry,,Homer,Iliad,greek
προσαμύνομεν,no_entry,,Homer,Iliad,greek
προτιειλεῖν,no_entry,,Homer,Iliad,greek
σπέσθω,morphology_only,wiktionary,Homer,Iliad,greek
σπεῖό,morphology_only,wiktionary,Homer,Iliad,greek
συμμητιάασθαι,no_entry,,Homer,Iliad,greek
συνορινόμεναι,no_entry,,Homer,Iliad,greek
τόσσʼ,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary; wiktionary; wiktionary; wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
φυταλιῆς,no_entry,,Homer,Iliad,greek
ἀΐοιεν,no_entry,,Homer,Iliad,greek
ἀΐοντες,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
ἀΐοντι,no_entry,,Homer,Iliad,greek
ἀΐουσα,no_entry,,Homer,Iliad,greek
ἀμήσαντες,no_entry,,Homer,Iliad,greek
ἀμαξιτὸν,no_entry,,Homer,Iliad,greek
ἀμφίβασιν,no_entry,,Homer,Iliad,greek
ἀναΐξαντʼ,no_entry,,Homer,Iliad,greek
ἀναΐξαντες,no_entry,,Homer,Iliad,greek
ἀναΐξειεν,no_entry,,Homer,Iliad,greek
ἀναΐσσουσι,no_entry,,Homer,Iliad,greek
ἀναβέβροχεν,no_entry,,Homer,Iliad,greek
ἀνθερίκων,no_entry,,Homer,Iliad,greek
ἀρέων,no_entry,,Homer,Iliad,greek
ἄϊον,morphology_only,,Homer,Iliad,greek
Ἀΐδαο,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀΐδεω,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀΐδην,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀΐδης,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀβάντων,no_entry,,Homer,Iliad,greek
Ἀβίων,no_entry,,Homer,Iliad,greek
Ἀβαρβαρέη,morphology_only,,Homer,Iliad,greek
Ἀγάθωνά,no_entry,,Homer,Iliad,greek
Ἀγάστροφον,no_entry,,Homer,Iliad,greek
Ἀγέλαον,morphology_only,,Homer,Iliad,greek
Ἀγήνορα,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀγήνορι,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀγήνορος,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀγήνωρ,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀγαμήδην,no_entry,,Homer,Iliad,greek
Ἀγασθένεος,no_entry,,Homer,Iliad,greek
Ἀγαστρόφου,no_entry,,Homer,Iliad,greek
Ἀγκαίοιο,no_entry,,Homer,Iliad,greek
Ἀγκαῖον,morphology_only,,Homer,Iliad,greek
Ἀγχίσαο,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀγχίσην,no_entry,,Homer,Iliad,greek
Ἀγχίσης,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀγχίσῃ,morphology_only,wiktionary,Homer,Iliad,greek
Ἀγχισιάδης,no_entry,,Homer,Iliad,greek
Ἀδμήτοιο,morphology_only,wiktionary,Homer,Iliad,greek
Ἀδμήτου,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀδμήτῳ,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀδρήστοιο,no_entry,,Homer,Iliad,greek
Ἀδρήστου,no_entry,,Homer,Iliad,greek
Ἀδρηστίνη,no_entry,,Homer,Iliad,greek
Ἀζεΐδαο,no_entry,,Homer,Iliad,greek
Ἀκάμαντʼ,no_entry,,Homer,Iliad,greek
Ἀκεσσαμενοῖο,no_entry,,Homer,Iliad,greek
Ἀκρισιώνης,no_entry,,Homer,Iliad,greek
Ἀκταίη,no_entry,,Homer,Iliad,greek
Ἀκτορίδαο,no_entry,,Homer,Iliad,greek
Ἀκτορίωνε,no_entry,,Homer,Iliad,greek
Ἀκτορίωνος,no_entry,,Homer,Iliad,greek
Ἀλέξανδρον,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀλέξανδρός,morphology_only,wiktionary,Homer,Iliad,greek
Ἀλήσιον,no_entry,,Homer,Iliad,greek
Ἀλαστορίδην,no_entry,,Homer,Iliad,greek
Ἀλεγηνορίδαο,no_entry,,Homer,Iliad,greek
Ἀλεξάνδροιο,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀλεξάνδρου,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀλεξάνδρῳ,morphology_only,wiktionary,Homer,Iliad,greek
Ἀλησίου,no_entry,,Homer,Iliad,greek
Ἀλθαίῃ,no_entry,,Homer,Iliad,greek
Ἀλκάθοον,morphology_only,,Homer,Iliad,greek
Ἀλκάθοος,morphology_only,,Homer,Iliad,greek
Ἀλκίμεδον,no_entry,,Homer,Iliad,greek
Ἀλκαθόῳ,morphology_only,,Homer,Iliad,greek
Ἀλκιμέδοντα,no_entry,,Homer,Iliad,greek
Ἀλκιμέδων,no_entry,,Homer,Iliad,greek
Ἀλκμάονα,no_entry,,Homer,Iliad,greek
Ἀλκμήνη,morphology_only,,Homer,Iliad,greek
Ἀλκμήνης,morphology_only,,Homer,Iliad,greek
Ἀλκυόνην,morphology_only,,Homer,Iliad,greek
Ἀλφειοῖο,no_entry,,Homer,Iliad,greek
Ἀλφειοῦ,no_entry,,Homer,Iliad,greek
Ἀλφειῷ,no_entry,,Homer,Iliad,greek
Ἀλωῆος,no_entry,,Homer,Iliad,greek
Ἀλόπην,morphology_only,,Homer,Iliad,greek
Ἀλύβης,no_entry,,Homer,Iliad,greek
Ἀμαρυγκέα,no_entry,,Homer,Iliad,greek
Ἀμαρυγκεΐδης,no_entry,,Homer,Iliad,greek
Ἀμαρυγκείδην,no_entry,,Homer,Iliad,greek
Ἀμισωδάρου,no_entry,,Homer,Iliad,greek
Ἀμοπάονα,no_entry,,Homer,Iliad,greek
Ἀμυδῶνος,no_entry,,Homer,Iliad,greek
Ἀμφίμαχον,no_entry,,Homer,Iliad,greek
Ἀμφίμαχος,no_entry,,Homer,Iliad,greek
Ἀμφίμαχός,no_entry,,Homer,Iliad,greek
Ἀμφίων,no_entry,,Homer,Iliad,greek
Ἀμφιγένειαν,no_entry,,Homer,Iliad,greek
Ἀμφιδάμαντι,no_entry,,Homer,Iliad,greek
Ἀμφιδάμαντος,no_entry,,Homer,Iliad,greek
Ἀμφιδάμας,no_entry,,Homer,Iliad,greek
Ἀμφιθόη,no_entry,,Homer,Iliad,greek
Ἀμφιμάχοιο,no_entry,,Homer,Iliad,greek
Ἀμφινόμη,no_entry,,Homer,Iliad,greek
Ἀμφιτρύωνος,no_entry,,Homer,Iliad,greek
Ἀνδραίμονος,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀνδραιμονίδης,no_entry,,Homer,Iliad,greek
Ἀνδρομάχη,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀνδρομάχην,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀνεμώρειαν,no_entry,,Homer,Iliad,greek
Ἀνθεμίδην,no_entry,,Homer,Iliad,greek
Ἀνθεμίωνος,no_entry,,Homer,Iliad,greek
Ἀνθηδόνα,no_entry,,Homer,Iliad,greek
Ἀντήνωρ,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀντίλοχʼ,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀντίλοχε,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀντίλοχον,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀντίλοχος,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀντίλοχός,morphology_only,wiktionary,Homer,Iliad,greek
Ἀντηνορίδαο,no_entry,,Homer,Iliad,greek
Ἀντηνορίδας,no_entry,,Homer,Iliad,greek
Ἀντηνορίδης,no_entry,,Homer,Iliad,greek
Ἀντηνορίδῃ,no_entry,,Homer,Iliad,greek
Ἀντιλόχοιο,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀντιλόχου,morphology_only,wiktionary,Homer,Iliad,greek
Ἀντιλόχῳ,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀντιμάχοιο,no_entry,,Homer,Iliad,greek
Ἀντιφάτην,no_entry,,Homer,Iliad,greek
Ἀντρῶνα,no_entry,,Homer,Iliad,greek
Ἀντῆνορ,morphology_only,wiktionary,Homer,Iliad,greek
Ἀξιοῦ,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀξιὸς,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀπαισοῦ,no_entry,,Homer,Iliad,greek
Ἀπισάονα,no_entry,,Homer,Iliad,greek
Ἀπισάονος,no_entry,,Homer,Iliad,greek
Ἀρήνην,morphology_only,,Homer,Iliad,greek
Ἀρήνης,morphology_only,,Homer,Iliad,greek
Ἀρίμοις,no_entry,,Homer,Iliad,greek
Ἀρίονα,no_entry,,Homer,Iliad,greek
Ἀρίσβαντος,no_entry,,Homer,Iliad,greek
Ἀρίσβηθεν,no_entry,,Homer,Iliad,greek
Ἀρίσβην,morphology_only,,Homer,Iliad,greek
Ἀρίσβῃ,morphology_only,,Homer,Iliad,greek
Ἀραιθυρέην,no_entry,,Homer,Iliad,greek
Ἀργεάδην,no_entry,,Homer,Iliad,greek
Ἀρετάονα,no_entry,,Homer,Iliad,greek
Ἀρηϊλύκοιο,no_entry,,Homer,Iliad,greek
Ἀρηϊλύκου,no_entry,,Homer,Iliad,greek
Ἀριάδνῃ,no_entry,,Homer,Iliad,greek
Ἀρκαδίην,morphology_only,wiktionary,Homer,Iliad,greek
Ἀρκεσίλαον,no_entry,,Homer,Iliad,greek
Ἀρκεσίλαός,no_entry,,Homer,Iliad,greek
Ἀρσινόου,no_entry,,Homer,Iliad,greek
Ἀρχέλοχος,no_entry,,Homer,Iliad,greek
Ἀρχέλοχός,no_entry,,Homer,Iliad,greek
Ἀρχεπτόλεμον,no_entry,,Homer,Iliad,greek
Ἀσίνην,no_entry,,Homer,Iliad,greek
Ἀσαῖον,morphology_only,,Homer,Iliad,greek
Ἀσιάδην,no_entry,,Homer,Iliad,greek
Ἀσιάδης,no_entry,,Homer,Iliad,greek
Ἀσιάδῃ,no_entry,,Homer,Iliad,greek
Ἀσκάλαφον,morphology_only,,Homer,Iliad,greek
Ἀσκάλαφος,morphology_only,,Homer,Iliad,greek
Ἀσκάλαφόν,morphology_only,,Homer,Iliad,greek
Ἀσκάνιος,no_entry,,Homer,Iliad,greek
Ἀσκάνιόν,no_entry,,Homer,Iliad,greek
Ἀσκαλάφου,morphology_only,,Homer,Iliad,greek
Ἀσκαλάφῳ,morphology_only,,Homer,Iliad,greek
Ἀσκανίης,no_entry,,Homer,Iliad,greek
Ἀσκληπιάδη,no_entry,,Homer,Iliad,greek
Ἀσκληπιάδην,no_entry,,Homer,Iliad,greek
Ἀσκληπιάδῃ,no_entry,,Homer,Iliad,greek
Ἀσπληδόνα,no_entry,,Homer,Iliad,greek
Ἀσσάρακος,morphology_only,,Homer,Iliad,greek
Ἀσσάρακός,morphology_only,,Homer,Iliad,greek
Ἀστέριον,no_entry,,Homer,Iliad,greek
Ἀστεροπαίῳ,morphology_only,wiktionary,Homer,Iliad,greek
Ἀστεροπαῖον,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀστεροπαῖος,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀστεροπαῖόν,morphology_only,wiktionary,Homer,Iliad,greek
Ἀστυάνακτʼ,no_entry,,Homer,Iliad,greek
Ἀστυνόῳ,no_entry,,Homer,Iliad,greek
Ἀστυόχεια,no_entry,,Homer,Iliad,greek
Ἀστυόχη,no_entry,,Homer,Iliad,greek
Ἀστύαλον,no_entry,,Homer,Iliad,greek
Ἀστύνοον,no_entry,,Homer,Iliad,greek
Ἀστύπυλόν,no_entry,,Homer,Iliad,greek
Ἀσωπὸν,no_entry,,Homer,Iliad,greek
Ἀσωπῷ,no_entry,,Homer,Iliad,greek
Ἀτρέος,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρέϊ,morphology_only,wiktionary,Homer,Iliad,greek
Ἀτρεΐδα,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρεΐδαι,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρεΐδαο,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρεΐδας,no_entry,,Homer,Iliad,greek
Ἀτρεΐδεω,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρεΐδη,morphology_only,wiktionary,Homer,Iliad,greek
Ἀτρεΐδην,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρεΐδης,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρεΐδῃ,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρεΐδῃς,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρεΐδῃσιν,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Iliad,greek
Ἀτρεΐωνα,no_entry,,Homer,Iliad,greek
Ἀτρεΐωνι,no_entry,,Homer,Iliad,greek
Ἀτρεΐωνος,no_entry,,Homer,Iliad,greek
Ἀτρεὺς,morphology_only,wiktionary; wiktionary,Homer,Iliad,greek
Ἀτυμνιάδην,no_entry,,Homer,Iliad,greek
Ἀτύμνιον,no_entry,,Homer,Iliad,greek
Ἀφαρῆά,no_entry,,Homer,Iliad,greek
Ἀφαρῆα,no_entry,,Homer,Iliad,greek
Ἀϊδωνῆϊ,no_entry,,Homer,Iliad,greek
Ἁλίαρτον,morphology_only,,Homer,Iliad,greek
Ἁλιζώνων,no_entry,,Homer,Iliad,greek
Ἁρμονίδεω,no_entry,,Homer,Iliad,greek
