word,status,sources,author,work,language
Ἀμυθάονά,no_entry,,Homer,Odyssey,greek
Ἀμφίλοχός,morphology_only,,Homer,Odyssey,greek
Ἀμφίμεδον,no_entry,,Homer,Odyssey,greek
Ἀμφίνομʼ,morphology_only,,Homer,Odyssey,greek
Ἀμφίνομος,morphology_only,,Homer,Odyssey,greek
Ἀμφίονά,no_entry,,Homer,Odyssey,greek
Ἀμφίονος,no_entry,,Homer,Odyssey,greek
Ἀμφιθέη,no_entry,,Homer,Odyssey,greek
Ἀμφιμέδοντα,no_entry,,Homer,Odyssey,greek
Ἀμφιμέδοντος,no_entry,,Homer,Odyssey,greek
Ἀμφιμέδων,no_entry,,Homer,Odyssey,greek
Ἀμφινόμοιο,no_entry,,Homer,Odyssey,greek
Ἀμφινόμου,morphology_only,,Homer,Odyssey,greek
Ἀμφινόμῳ,morphology_only,,Homer,Odyssey,greek
Ἀμφιτρίτη,no_entry,,Homer,Odyssey,greek
Ἀμφιτρίτης,no_entry,,Homer,Odyssey,greek
Ἀμφιτρύωνος,no_entry,,Homer,Odyssey,greek
Ἀναβησίνεώς,no_entry,,Homer,Odyssey,greek
Ἀνδραίμονος,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀντίκλεια,morphology_only,wiktionary; wiktionary,Homer,Odyssey,greek
Ἀντίλοχον,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀντίλοχος,morphology_only,wiktionary; wiktionary,Homer,Odyssey,greek
Ἀντίνοʼ,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀντίνοον,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀντίνοος,morphology_only,wiktionary; wiktionary,Homer,Odyssey,greek
Ἀντίνοός,morphology_only,wiktionary,Homer,Odyssey,greek
Ἀντιλόχοιο,morphology_only,wiktionary; wiktionary,Homer,Odyssey,greek
Ἀντινόοιο,morphology_only,wiktionary,Homer,Odyssey,greek
Ἀντινόου,morphology_only,wiktionary,Homer,Odyssey,greek
Ἀντινόῳ,morphology_only,wiktionary,Homer,Odyssey,greek
Ἀντιφάταο,no_entry,,Homer,Odyssey,greek
Ἀντιφάτην,no_entry,,Homer,Odyssey,greek
Ἀντιφάτης,no_entry,,Homer,Odyssey,greek
Ἀντιφατῆα,no_entry,,Homer,Odyssey,greek
Ἀντιόπην,no_entry,,Homer,Odyssey,greek
Ἀρήτη,morphology_only,,Homer,Odyssey,greek
Ἀρήτην,morphology_only,,Homer,Odyssey,greek
Ἀρήτης,morphology_only,,Homer,Odyssey,greek
Ἀρήτῃ,morphology_only,,Homer,Odyssey,greek
Ἀρητιάδαο,no_entry,,Homer,Odyssey,greek
Ἀριάδνην,no_entry,,Homer,Odyssey,greek
Ἀρκείσιος,no_entry,,Homer,Odyssey,greek
Ἀρκεισίου,no_entry,,Homer,Odyssey,greek
Ἀρκεισιάδαο,no_entry,,Homer,Odyssey,greek
Ἀρκεισιάδη,no_entry,,Homer,Odyssey,greek
Ἀρκεισιάδην,no_entry,,Homer,Odyssey,greek
Ἀρναῖος,no_entry,,Homer,Odyssey,greek
Ἀρτακίην,no_entry,,Homer,Odyssey,greek
Ἀρύβαντος,no_entry,,Homer,Odyssey,greek
Ἀστερίς,no_entry,,Homer,Odyssey,greek
Ἀσφαλίων,no_entry,,Homer,Odyssey,greek
Ἀσωποῖο,no_entry,,Homer,Odyssey,greek
Ἀτρέος,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀτρεΐδαο,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀτρεΐδεω,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀτρεΐδη,morphology_only,wiktionary; wiktionary,Homer,Odyssey,greek
Ἀτρεΐδην,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀτρεΐδης,morphology_only,wiktionary; wiktionary,Homer,Odyssey,greek
Ἀτρεΐδῃ,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀτρεΐδῃσι,no_entry,,Homer,Odyssey,greek
Ἀτρεΐδῃσιν,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀτρείδαο,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀτρείδης,morphology_only,wiktionary,Homer,Odyssey,greek
Ἀτρείδῃσιν,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἀφείδαντος,no_entry,,Homer,Odyssey,greek
Ἁλιθέρσης,no_entry,,Homer,Odyssey,greek
Ἄντικλος,no_entry,,Homer,Odyssey,greek
Ἄντιφος,morphology_only,,Homer,Odyssey,greek
Ἄϊδος,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
ἐγκατέπηξʼ,no_entry,,Homer,Odyssey,greek
ἐκπροκαλεσσαμένη,no_entry,,Homer,Odyssey,greek
ἐμμεμαῶτες,no_entry,,Homer,Odyssey,greek
ἐνήμεθα,no_entry,,Homer,Odyssey,greek
ἐνιπλήξωσι,no_entry,,Homer,Odyssey,greek
ἐντυνόμενοι,no_entry,,Homer,Odyssey,greek
ἐντυνώμεθα,no_entry,,Homer,Odyssey,greek
ἐντύνεαι,no_entry,,Homer,Odyssey,greek
ἐντύνοντο,no_entry,,Homer,Odyssey,greek
ἐξάρχοντος,no_entry,,Homer,Odyssey,greek
ἐξαναδῦσαι,no_entry,,Homer,Odyssey,greek
ἐξαπέδυνε,no_entry,,Homer,Odyssey,greek
ἐπέκλυεν,no_entry,,Homer,Odyssey,greek
ἐπήϊσσον,no_entry,,Homer,Odyssey,greek
ἐπαΐξανθʼ,no_entry,,Homer,Odyssey,greek
ἐπεντύνονται,no_entry,,Homer,Odyssey,greek
ἐπεσσύμεθʼ,no_entry,,Homer,Odyssey,greek
ἐπεσσύμενοι,morphology_only,wiktionary; wiktionary,Homer,Odyssey,greek
ἐπεσσύμενον,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
ἐπιειμένον,no_entry,,Homer,Odyssey,greek
ἐπιελπόμενος,no_entry,,Homer,Odyssey,greek
ἐπιθύσαντες,no_entry,,Homer,Odyssey,greek
ἐπιπλαγχθείς,no_entry,,Homer,Odyssey,greek
ἐπιπροέηκε,no_entry,,Homer,Odyssey,greek
ἐπιτέρπεται,no_entry,,Homer,Odyssey,greek
ἐπιχρίεσθαι,no_entry,,Homer,Odyssey,greek
ἐπιχρίοντες,no_entry,,Homer,Odyssey,greek
ἐπώμνυον,no_entry,,Homer,Odyssey,greek
ἐσέδρακεν,no_entry,,Homer,Odyssey,greek
ἐσαγείρατο,no_entry,,Homer,Odyssey,greek
ἐσιέμεναι,no_entry,,Homer,Odyssey,greek
ἐσκαταβαίνων,no_entry,,Homer,Odyssey,greek
ἐσφόρεον,no_entry,,Homer,Odyssey,greek
ἑνός,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
ἑνὶ,morphology_only,wiktionary; wiktionary,Homer,Odyssey,greek
ἑπέσθω,morphology_only,wiktionary,Homer,Odyssey,greek
ἑποίατο,morphology_only,wiktionary,Homer,Odyssey,greek
ἑψόμεθʼ,morphology_only,wiktionary,Homer,Odyssey,greek
ἔκπιεν,no_entry,,Homer,Odyssey,greek
ἔκπιον,no_entry,,Homer,Odyssey,greek
ἔντυνον,no_entry,,Homer,Odyssey,greek
ἔσιδε,no_entry,,Homer,Odyssey,greek
ἔσφερον,no_entry,,Homer,Odyssey,greek
ἕπει,morphology_only,wiktionary,Homer,Odyssey,greek
ἕπεο,morphology_only,wiktionary,Homer,Odyssey,greek
ἕπηται,morphology_only,wiktionary,Homer,Odyssey,greek
ἕποιεν,morphology_only,wiktionary,Homer,Odyssey,greek
ἕποιο,morphology_only,wiktionary,Homer,Odyssey,greek
ἕποντο,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
ἕπωμαι,morphology_only,wiktionary,Homer,Odyssey,greek
ἕψεται,morphology_only,wiktionary,Homer,Odyssey,greek
Ἐλατρεύς,no_entry,,Homer,Odyssey,greek
Ἐλπήνορα,no_entry,,Homer,Odyssey,greek
Ἐλπήνορος,no_entry,,Homer,Odyssey,greek
Ἐλπήνωρ,no_entry,,Homer,Odyssey,greek
Ἐλπῆνορ,no_entry,,Homer,Odyssey,greek
Ἐνιπῆος,no_entry,,Homer,Odyssey,greek
Ἐπήριτος,no_entry,,Homer,Odyssey,greek
Ἐπειός,no_entry,,Homer,Odyssey,greek
Ἐπειὸς,no_entry,,Homer,Odyssey,greek
Ἐπικάστην,no_entry,,Homer,Odyssey,greek
Ἐρέβευς,morphology_only,wiktionary,Homer,Odyssey,greek
Ἐρεμβοὺς,no_entry,,Homer,Odyssey,greek
Ἐρετμεύς,no_entry,,Homer,Odyssey,greek
Ἐριφύλην,morphology_only,,Homer,Odyssey,greek
Ἐρύμανθον,morphology_only,,Homer,Odyssey,greek
Ἐτεωνεύς,no_entry,,Homer,Odyssey,greek
Ἐτεωνεῦ,no_entry,,Homer,Odyssey,greek
Ἐφιάλτην,no_entry,,Homer,Odyssey,greek
Ἐχένηος,no_entry,,Homer,Odyssey,greek
Ἑλένη,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἑλένην,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἑλένης,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἑλένῃ,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἑρμιόνην,morphology_only,,Homer,Odyssey,greek
Ἔλατον,no_entry,,Homer,Odyssey,greek
Ἔρεβος,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἤλιδʼ,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἤλιδα,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἤλιδος,morphology_only,wiktionary,Homer,Odyssey,greek
Ἥβην,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
ἱρὴν,morphology_only,wiktionary; wiktionary,Homer,Odyssey,greek
ἴαν,morphology_only,wiktionary,Homer,Odyssey,greek
Ἰήσων,no_entry,,Homer,Odyssey,greek
Ἰαρδάνου,morphology_only,,Homer,Odyssey,greek
Ἰασίδαο,no_entry,,Homer,Odyssey,greek
Ἰασίδῃ,no_entry,,Homer,Odyssey,greek
Ἰασίωνι,no_entry,,Homer,Odyssey,greek
Ἰαωλκῷ,no_entry,,Homer,Odyssey,greek
Ἰκμάλιος,no_entry,,Homer,Odyssey,greek
Ἰσμάρῳ,morphology_only,,Homer,Odyssey,greek
Ἰφικληείη,no_entry,,Homer,Odyssey,greek
Ἰφικληείης,no_entry,,Homer,Odyssey,greek
Ἰφιμέδειαν,no_entry,,Homer,Odyssey,greek
Ἱπποδάμειαν,no_entry,,Homer,Odyssey,greek
Ἱπποτάδαο,no_entry,,Homer,Odyssey,greek
Ἱπποτάδης,no_entry,,Homer,Odyssey,greek
Ἴθακος,morphology_only,,Homer,Odyssey,greek
Ἴλου,morphology_only,wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ἴρῳ,morphology_only,wiktionary,Homer,Odyssey,greek
Ἴσμαρον,morphology_only,,Homer,Odyssey,greek
Ἴτυλον,morphology_only,,Homer,Odyssey,greek
Ἴφιτον,morphology_only,,Homer,Odyssey,greek
Ἴφιτος,morphology_only,,Homer,Odyssey,greek
Ἶρον,morphology_only,,Homer,Odyssey,greek
Ἶρος,morphology_only,,Homer,Odyssey,greek
ὅσσʼ,morphology_only,wiktionary; wiktionary; wiktionary; wiktionary; wiktionary; wiktionary; wiktionary; wiktionary; wiktionary,Homer,Odyssey,greek
Ὀνητορίδην,no_entry,,Homer,Odyssey,greek
Ὀρέσταο,no_entry,,Homer,Odyssey,greek
Ὀρέστης,no_entry,,Homer,Odyssey,greek
Ὀρμενίδης,no_entry,,Homer,Odyssey,greek
Ὀρσίλοχον,morphology_only,,Homer,Odyssey,greek
Ὀρτιλόχοιο,no_entry,,Homer,Odyssey,greek
Ὀϊκλείης,no_entry,,Homer,Odyssey,greek
Ὀϊκλῆα,no_entry,,Homer,Odyssey,greek
ὑπείξεαι,no_entry,,Homer,Odyssey,greek
ὑπεκπρόρεεν,no_entry,,Homer,Odyssey,greek
ὑποδάμνασαι,no_entry,,Homer,Odyssey,greek
ὑποδρώωσιν,no_entry,,Homer,Odyssey,greek
ὑποκρίνονται,no_entry,,Homer,Odyssey,greek
ὑποσσείουσιν,no_entry,,Homer,Odyssey,greek
ὑπόειξεν,no_entry,,Homer,Odyssey,greek
ὑπόκριναι,morphology_only,,Homer,Odyssey,greek
Ὑλακίδης,no_entry,,Homer,Odyssey,greek
Ὑπερησίηνδʼ,no_entry,,Homer,Odyssey,greek
Ὦτόν,morphology_only,wiktionary,Homer,Odyssey,greek
Ῥαδάμανθυν,no_entry,,Homer,Odyssey,greek
Ῥαδάμανθυς,no_entry,,Homer,Odyssey,greek
