Author,Work,WorkID
"Severian of Gabala","In Noe et filios eius, de cherubim et in propthetam Oseam",pta0001.pta036_PTA
"Severian of Gabala","In Temptationem Domini Nostri Iesu Christi",pta0001.pta056_PTA
"Severian of Gabala","In accensionem domini",pta0001.pta053_PTA
"Severian of Gabala","In ascensionem domini nostri Iesu Christi et in principium Actorum",pta0001.pta003_PTA
"Severian of Gabala","In cosmogoniam homilia 1",pta0001.pta057_PTA
"Severian of Gabala","In cosmogoniam homilia 2",pta0001.pta058_PTA
"Severian of Gabala","In cosmogoniam homilia 3",pta0001.pta059_PTA
"Severian of Gabala","In cosmogoniam homilia 4",pta0001.pta060_PTA
"Severian of Gabala","In cosmogoniam homilia 5",pta0001.pta061_PTA
"Severian of Gabala","In cosmogoniam homilia 6",pta0001.pta062_PTA
"Severian of Gabala","In dictum apostoli: Non quod volo facio",pta0001.pta019_PTA
"Severian of Gabala","In filium prodigum",pta0001.pta016_PTA
"Severian of Gabala","In illud: Genimina viperarum",pta0001.pta042_PTA
"Severian of Gabala","In illud: In qua potestate haec facis",pta0001.pta009_PTA
"Severian of Gabala","In illud: Pater, transeat a me calix iste",pta0001.pta031_PTA
"Severian of Gabala","In illud: Pone manum tuam",pta0001.pta014_PTA
"Severian of Gabala","In illud: Quando ipsi subiciet omnia",pta0001.pta041_PTA
"Severian of Gabala","In illud: Quomodo scit litteras",pta0001.pta017_PTA
"Severian of Gabala","In illud: Secundum imaginem et similitudinem",pta0001.pta038_PTA
"Severian of Gabala","In illud: in principium erat verbum",pta0001.pta026_PTA
"Severian of Gabala","In incarnationem domini",pta0001.pta020_PTA
"Severian of Gabala","In meretricem et pharisaeum",pta0001.pta015_PTA
"Severian of Gabala","In postremum iudicium",pta0001.pta052_PTA
"Severian of Gabala","In pretiosam et vivificam crucem",pta0001.pta029_PTA
"Severian of Gabala","In proditionem servatoris",pta0001.pta021_PTA
"Severian of Gabala","In psalmum 95",pta0001.pta007_PTA
"Severian of Gabala","In psalmum 96",pta0001.pta006_PTA
"Severian of Gabala","In sanctam pentecosten",pta0001.pta027_PTA
"Severian of Gabala","In theophaniam",pta0001.pta028_PTA
"Severian of Gabala","Oratio de exaltatione Crucis",pta0001.pta055_PTA
"Severian of Gabala","Oratio in dedicationem pretiosae et uiuificae crucis
                ",pta0001.pta012_PTA
"Severian of Gabala","Quomodo animam acceperit Adamus",pta0001.pta010_PTA
Sozomen,"Historia ecclesiastica",pta0012.pta001_PTA
"Theodoret of Cyrrhus","Historia ecclesiastica",pta0004.pta003_PTA
"Theodoret of Cyrrhus","Interpretatio in Danielem",pta0004.pta001_PTA
pta0002,"In epistulam ad Colossenses homiliae 1-12",pta0002.pta161_PTA
